,gender,meaning,name,origin
9463,m,"Derived from Sanskrit जयन्त (jayanta) meaning ""victorious"". This is the name of a son of the Hindu god Indra, as well as other figures in Hindu mythology.",JAYANTA,"[Hinduism, Bengali, Indian, Assamese]"
9464,f,Feminine form of JAYANTA. This is another name of the Hindu goddess Durga.,JAYANTI,"[Hinduism, Indian, Hindi]"
9465,m,Short form of JASON.,JAYCE,[English]
9466,f,Variant of JADA  (1).,JAYDA,[English (Modern)]
9467,m&f,Variant of JADEN.,JAYDEN,[English (Modern)]
9468,f,Feminine variant of JAY  (1).,JAYE,[English]
9469,m,"Means ""lord of victory"" from Sanskrit जय (jaya) meaning ""victory, conquest"" and ईश (isha) meaning ""lord, ruler"".",JAYESH,"[Indian, Hindi, Marathi, Gujarati]"
9470,f,Combination of JAY  (1) and LEE.,JAYLEE,[English (Modern)]
9471,f,Feminine elaboration of JAY  (1) using the popular suffix lene.,JAYLENE,[English (Modern)]
9472,m,Variant of JALEN.,JAYLON,[African American (Modern)]
9473,f,Variant of JAMIE.,JAYMA,[English (Rare)]
9474,m,Variant of JAMES.,JAYMES,[English (Modern)]
9475,f,Variant of JANE.,JAYNE,[English]
9476,m,Variant of JASON.,JAYSON,[English]
9477,m,Latvian form of JOSEPH.,JĀZEPS,[Latvian]
9478,f,Hungarian form of JASMINE.,JÁZMIN,[Hungarian]
9479,f,Variant of JASMINE.,JAZMINE,[English (Modern)]
9480,m,"French form of Jehan, the Old French form of Iohannes (see JOHN). The French philosophers Jean-Jacques Rousseau (1712-1778) and Jean Paul Sartre (1905-1980) were two well-known bearers of this name. It was also borne by the German-French Dadaist artist Jean Arp (1886-1966).",JEAN  (1),[French]
9481,f,Variant of JEAN  (2).,JEANA,[English]
9482,f,Variant of JEAN  (2).,JEANE,[English]
9483,f,Diminutive of JEAN  (2).,JEANIE,[English]
9484,m,Combination of JEAN  (1) and MARIE.,JEAN-MARIE,[French]
9485,f,"Modern French form of Jehanne, an Old French feminine form of Iohannes (see JOHN). Joan of Arc is known as Jeanne d'Arc in France.",JEANNE,"[French, English]"
9486,f,Diminutive of JEANNE.,JEANNIE,[English]
9487,m,Diminutive of JEAN  (1).,JEANNOT,[French]
9488,m,"Means ""established by YAHWEH"" in Hebrew. This is another name (with the same meaning) of the Judean king Jehoiachin.",JECONIAH,[Biblical]
9489,f,"Means ""beloved"" in Hebrew. In the Old Testament this is the name of the wife of King Amon of Judah and the mother of Josiah.",JEDIDAH,[Biblical]
9490,m,An old Polish form of ANDREW.,JĘDRZEJ,[Polish]
9491,m,Dutch short form of JOZEF.,JEF,[Dutch]
9492,m,"From an English surname meaning ""son of JEFFREY"". It is usually given in honour of Thomas Jefferson (1743-1826), the third president of the United States and the primary author of the Declaration of Independence.",JEFFERSON,[English]
9493,m,"Medieval variant of GEOFFREY. In America, Jeffrey has been more common than Geoffrey, though this is not true in Britain.",JEFFREY,[English]
9494,f,Serbian form of EUPHEMIA. This name was adopted by a 14th-century Serbian poet (born Jelena Mrnjavčević).,JEFIMIJA,[Serbian]
9495,f,Old French feminine form of Iohannes (see JOHN).,JEHANNE,[Medieval French]
9496,m,"From the Hebrew name יְהוֹאָשׁ (Yeho'ash), an extended form of יוֹאָשׁ (see JOASH). According to the Old Testament, this was the name of a king of Israel. He probably reigned in the 8th century BC.",JEHOASH,[Biblical]
9497,m,"Means ""established by YAHWEH"" in Hebrew. In the Old Testament this is the name of a king of Judah. Also known as Jeconiah, he was imprisoned in Babylon by Nebuchadnezzar after a brief reign in the early 6th century BC.",JEHOIACHIN,[Biblical]
9498,f,"Derived from Albanian jehonë meaning ""echo"".",JEHONA,[Albanian]
9499,m,"From the Hebrew name יְהוֹרָם (Yehoram) which meant ""exalted by YAHWEH"". In the Old Testament this is the name of a king of Judah and a king of Israel, both of whom ruled at about the same time in the 9th century BC.",JEHORAM,[Biblical]
9500,m,"Form of YAHWEH used in older translations of the Bible, produced by blending the letters of the tetragrammaton with the vowels from ADONAI.",JEHOVAH,[Theology]
9501,m,"Means ""Jew"" in Hebrew. In the Old Testament this is the name of a servant of king Jehoiakim.",JEHUDI,[Biblical]
9502,f,"Short form of JELENA or JELISAVETA. It also means ""fir tree"" in Serbian and Croatian.",JELA,"[Serbian, Croatian, Slovak]"
9503,f,Latvian form of YELENA.,JEĻENA,[Latvian]
9504,f,Diminutive of JELA.,JELICA,"[Serbian, Croatian]"
9505,f,"Diminutive of JELENA. It also means ""fir tree"" in Slovene.",JELKA,"[Slovene, Croatian, Serbian]"
9506,f,Feminine form of JELLE.,JELTJE,"[Frisian, Dutch]"
9507,m,Diminutive of JEREMY (and formerly of JAMES).,JEM,[English]
9508,f,Variant of GEMMA.,JEMMA,[English (British)]
9509,f,Short form of JENNIFER.,JEN,[English]
9510,f,Diminutive of JENNIFER.,JENAE,[English (Rare)]
9511,m,Diminutive of JENŐ.,JENCI,[Hungarian]
9512,f,Combination of JEN and the popular name suffix essa.,JENESSA,[English (Rare)]
9513,f,Variant of JENNY.,JENI,[English (Modern)]
9514,f,Short form of JENNIFER.,JENN,[English]
9515,f,Variant of JENNY.,JENNI,"[English, Finnish]"
9516,f,Variant of JENNY. Before the 20th century this spelling was more common.,JENNIE,"[English, Swedish]"
9517,f,Dutch diminutive of JOHANNA.,JENNIGJE,[Dutch]
9518,f,Icelandic form of JENNY.,JENNÝ,[Icelandic]
9519,m,Danish form of JOHN.,JENS,"[Danish, Swedish, Norwegian]"
9520,m,"From Sino-Korean 正 (jeong) meaning ""right, proper, correct"" combined with 好 (ho) meaning ""good, excellent"" or 浩 (ho) meaning ""great, numerous, vast"". This name can be formed by other hanja character combinations as well.",JEONG-HO,[Korean]
9521,m,"From Sino-Korean 正 (jeong) meaning ""right, proper, correct"" and 勛 (hun) meaning ""meritorious deed, rank"", as well as other hanja character combinations.",JEONG-HUN,[Korean]
9522,m,Medieval diminutive of GEOFFREY.,JEP,[English (Archaic)]
9523,m,"Means ""he opens"" in Hebrew. In the Old Testament this name belongs to a ruling judge. He successfully defended Israel from the Ammonites, but was then obliged to sacrifice his daughter because of a vow he had made.",JEPHTHAH,[Biblical]
9524,m,"From an English surname which meant ""son of JEP"".",JEPSON,[English (Rare)]
9525,m,Variant of GERALD.,JERALD,[English]
9526,m,"From the Hebrew name יִרְמְיָהוּ (Yirmiyahu) which meant ""YAHWEH has uplifted"". This is the name of one of the major prophets of the Old Testament, the author of the Book of Jeremiah and the Book of Lamentations (supposedly). He lived to see the Babylonian destruction of Jerusalem in the 6th century BC.... [more]",JEREMIAH,"[English, Biblical]"
9527,m,"German, Portuguese and Finnish form of JEREMIAH.",JEREMIAS,"[German, Portuguese, Finnish]"
9528,m,"Means ""God uplifts"" in Hebrew. Jeremiel is named as an archangel in the apocryphal books of Esdras and Enoch in the Old Testament.",JEREMIEL,[Biblical]
9529,f,Variant of JERRY.,JERI,[English]
9530,m,"From the name of a city in Israel which is mentioned several times in the Old Testament. The meaning of the city's name is uncertain, but it may be related to the Hebrew word יָרֵחַ (yareach) meaning ""moon"", or otherwise to the Hebrew word רֵיחַ (reyach) meaning ""fragrant"".",JERICHO,[Biblical]
9531,m,Old Swedish variant of ERIK.,JERKER,[Swedish]
9532,m,"Variant of GERMAIN. The name was popularized in the 1970s by Jermaine Jackson (1954-), a member of the singing group The Jackson 5.",JERMAINE,[English]
9533,f,Slovene feminine form of BARTHOLOMEW.,JERNEJA,[Slovene]
9534,m,Dutch form of JEROME.,JEROEN,[Dutch]
9535,m,French form of JEROME.,JÉRÔME,[French]
9536,m,Croatian form of JEROME.,JERONIM,[Croatian]
9537,m,Brazilian Portuguese form of JEROME.,JERÔNIMO,[Portuguese (Brazilian)]
9538,m,Variant of JARED.,JERRED,[English (Rare)]
9539,f,Variant of JERRY.,JERRIE,[English]
9540,m,Variant of JARED.,JERROD,[English]
9541,m&f,"Diminutive of JEREMY, JEROME, GERALD, GERALDINE, and other names beginning with the same sound.",JERRY,[English]
9542,m,From a surname which was a variant of JARVIS.,JERVIS,[English (Rare)]
9543,f,Form of ISCAH found in the medieval Wycliffe Bible. This name was probably the basis for Shakespeare's created name Jessica.,JESCHA,[Biblical]
9544,m,Danish form of JASPER.,JESPER,[Danish]
9545,f,Diminutive of JESSICA.,JESSA,[English]
9546,f,"From a variant spelling of the English word jasmine (see JASMINE), used also to refer to flowering plants in the cestrum family.",JESSAMINE,[English (Rare)]
9547,m,"From the Hebrew name יִשַׁי (Yishay) which possibly means ""gift"". In the Old Testament Jesse is the father of King David. It began to be used as an English given name after the Protestant Reformation. A famous bearer was Jesse James (1847-1882), an American outlaw who held up banks and stagecoaches. He was eventually shot by a fellow gang member for a reward. Another famous bearer was the American athlete Jesse Owens (1913-1980), whose real name was James Cleveland (or J. C.) Owens.",JESSE,"[English, Dutch, Biblical]"
9548,f,Variant of YESENIA.,JESSENIA,[Spanish (Latin American)]
9549,f,Portuguese form of JESSICA.,JÉSSICA,[Portuguese]
9550,f,Originally a Scottish diminutive of JEAN  (2). In modern times it is also used as a diminutive of JESSICA.,JESSIE  (1),"[Scottish, English]"
9551,f,German and English variant of JESSICA.,JESSIKA,"[German, English (Modern)]"
9552,m,"Spanish form of JESUS, used as a personal name.",JESÚS,[Spanish]
9553,f,Feminine form of JESÚS.,JESUSA,[Spanish]
9554,m,"From the Hebrew name יִתְרוֹ (Yitro), which was derived from the Hebrew word יֶתֶר (yeter) meaning ""abundance"". According to the Old Testament, Jethro was a Midianite priest who sheltered Moses when he fled Egypt. He was the father of Zipporah, who became Moses's wife. A famous bearer of the name was Jethro Tull (1674-1741), an English inventor and agriculturist.",JETHRO,[Biblical]
9555,f,Dutch short form of HENRIETTA.,JETTA,[Dutch]
9556,f,"Means ""youth"" in French. It is not used as a given name in France itself.",JEUNESSE,[Various]
9557,f,Latvian form of YEVGENIYA.,JEVGEŅIJA,[Latvian]
9558,m,Latvian form of YEVGENIY.,JEVGEŅIJS,[Latvian]
9559,m&f,"In part from the English word jewel, a precious stone, derived from Old French jouel, which was possibly related to jeu ""game"". It is also in part from the surname Jewel or Jewell (a derivative of the Breton name JUDICAËL), which was sometimes used in honour of the 16th-century bishop of Salisbury John Jewel. It has been in use as a given name since the 19th century.",JEWEL,[English]
9560,m,Diminutive of JEREMY.,JEZ,[English (British)]
9561,m,Diminutive of JEREMY.,JEZZA,[English (British)]
9562,m&f,"From Chinese 佳 (jiā) meaning ""good, auspicious, beautiful"", 家 (jiā) meaning ""home, family"", or other characters which are pronounced similarly.",JIA,[Chinese]
9563,m&f,"From Chinese 建 (jiàn) meaning ""build, establish"", 健 (jiàn) meaning ""strong, healthy"", or other characters which are pronounced in a similar fashion.",JIAN,[Chinese]
9564,m,"From Chinese 健 (jiàn) meaning ""build, establish"" combined with 宏 (hóng) meaning ""wide, spacious, great, vast"". This name can also be formed from other character combinations.",JIANHONG,[Chinese]
9565,m&f,"From Chinese 杰 (jié) meaning ""heroic, outstanding"" or other characters which are pronounced similarly.",JIE,[Chinese]
9566,m,Variant transcription of JI-HUN.,JI-HOON,[Korean]
9567,m,"From Sino-Korean 智 (ji) meaning ""wisdom, intellect"" or 志 (ji) meaning ""will, purpose, ambition"" combined with 勛 (hun) meaning ""meritorious deed, rank"". This name can be formed by other hanja character combinations as well.",JI-HUN,[Korean]
9568,f,Short form of GILLIAN.,JILL,[English]
9569,f,Diminutive of JILL.,JILLIE,[English]
9570,m,Medieval diminutive of JAMES.,JIM,[English]
9571,m,Variant of XIMENO.,JIMENO,[Spanish (Rare)]
9572,m&f,"From Sino-Korean 志 (ji) meaning ""will, purpose, ambition"" or 智 (ji) meaning ""wisdom, intellect"" combined with 旼 (min) meaning ""gentle, affable"", 敏 (min) meaning ""quick, clever, sharp"" or 珉 (min) meaning ""jade, stone resembling jade"". Other hanja character combinations are possible.",JI-MIN,[Korean]
9573,m,"Means ""divine warrior"", from Japanese 神 (jin) meaning ""god"" and 武 (mu) meaning ""military, martial"". In Japanese legend this was the name of the founder of Japan and the first emperor, supposedly ruling in the 7th century BC.",JIMMU,[Far Eastern Mythology]
9574,m&f,"From Chinese 金 (jīn) meaning ""gold, metal, money"", 锦 (jǐn) meaning ""tapestry, brocade, embroidered"" or 津 (jīn) meaning ""ferry"". Other Chinese characters can form this name as well.",JIN,[Chinese]
9575,m,Czech form of HENRY.,JINDŘICH,[Czech]
9576,m&f,"From Chinese 静 (jìng) meaning ""quiet, still, gentle"" combined with 怡 (yí) meaning ""joy, harmony"". Other character combinations are possible as well.",JINGYI,[Chinese]
9577,m,Variant transcription of ZHIRAYR.,JIRAIR,[Armenian]
9578,f,Feminine form of JIŘÍ.,JIŘINA,[Czech]
9579,m,"From Japanese 二 (ji) meaning ""two"" and 郎 (rou) meaning ""son"". This was traditionally a name given to the second son. Other combinations of kanji characters can also be possible.",JIROU,[Japanese]
9580,m,"Means ""conqueror of Indra"" from Sanskrit जिति (jiti) meaning ""victory, conquering"" combined with the name of the god INDRA.",JITENDRA,"[Indian, Hindi, Marathi, Gujarati]"
9581,m&f,"From Sino-Korean 芝 (ji) meaning ""sesame"" or 志 (ji) meaning ""will, purpose, ambition"" combined with 雨 (u) meaning ""rain"" or 宇 (u) meaning ""house, eaves, universe"". Other combinations of hanja characters can form this name as well.",JI-U,[Korean]
9582,m&f,"From Sino-Korean 智 (ji) meaning ""wisdom, intellect"" or 知 (ji) meaning ""know, perceive, comprehend"" combined with 英 (yeong) meaning ""flower, petal, brave, hero"" or 榮 (yeong) meaning ""glory, honour, flourish, prosper"". Many other hanja character combinations are possible.",JI-YEONG,[Korean]
9583,f,"From Sino-Korean 智 (ji) meaning ""wisdom, intellect"" and 裕 (yu) meaning ""abundant, rich, plentiful"". Other combinations of hanja characters can form this name as well.",JI-YU,[Korean]
9584,m,"Means ""YAHWEH is father"" in Hebrew. According to the Old Testament, he was the commander of King David's army. In separate incidents he killed both Abner and Absalom. When Solomon came to power he was executed.",JOAB,[Biblical]
9585,m,"Scandinavian, Macedonian and Serbian form of JOACHIM.",JOAKIM,"[Swedish, Norwegian, Danish, Finnish, Serbian, Macedonian]"
9586,m,Catalan and Occitan form of Iohannes (see JOHN).,JOAN  (2),"[Catalan, Occitan]"
9587,f,Combination of JOANNE and ANDREA  (2).,JOANDRA,[English (Rare)]
9588,f,Portuguese diminutive of JOANA.,JOANINHA,[Portuguese]
9589,f,"English and Polish form of Latin Iohanna, which was derived from Greek Ιωαννα (Ioanna), the feminine form of Ioannes (see JOHN). This is the spelling used in the English New Testament, where it belongs to a follower of Jesus who is regarded as a saint. In the Middle Ages in England it was used as a Latinized form of Joan (the usual feminine form of John) and it became common as a given name in the 19th century.",JOANNA,"[English, Polish, Biblical]"
9590,m,Faroese form of JOHN.,JÓANNES,[Faroese]
9591,m,Portuguese form of Iohannes (see JOHN).,JOÃO,[Portuguese]
9592,m,Portuguese and Catalan form of JOACHIM.,JOAQUIM,"[Portuguese, Catalan]"
9593,m,Spanish form of JOACHIM.,JOAQUÍN,[Spanish]
9594,m,"From the Hebrew name יוֹאָשׁ (Yo'ash) which possibly meant either ""fire of YAHWEH"" or ""YAHWEH has given"". In the Old Testament this name was borne by several characters including the father of Gideon, a king of Judah, and a son of King Ahab of Israel.",JOASH,[Biblical]
9595,m,"From the Hebrew name אִיּוֹב ('Iyyov) which means ""persecuted, hated"". In the Book of Job in the Old Testament he is a righteous man who is tested by God, enduring many tragedies and hardships while struggling to remain faithful.",JOB,"[Biblical, Dutch]"
9596,m,Diminutive of JOB.,JOBY,[English (Rare)]
9597,f,Variant of JOCELYN.,JOCELIN,[English (Rare)]
9598,m&f,"From a Germanic masculine name, variously written as Gaudelenus, Gautselin, Gauzlin, along with many other spellings. It was derived from the Germanic element Gaut, which was from the name of the Germanic tribe the Gauts, combined with a Latin diminutive suffix. The Normans brought this name to England in the form Goscelin or Joscelin, and it was common until the 14th century. It was revived in the 20th century primarily as a feminine name, perhaps an adaptation of the surname Jocelyn (a medieval derivative of the given name). In France this is a masculine name only.",JOCELYN,"[English, French]"
9599,f,"From the Hebrew name יוֹכֶבֶד (Yokheved) which meant ""YAHWEH is glory"". In the Old Testament this is the name of the mother of Miriam, Aaron and Moses.",JOCHEBED,[Biblical]
